support,itemsets
0.013696150597321105,"frozenset({'garlic clove', 'lemon'})"
0.018885000603354653,"frozenset({'lemon juice', 'garlic clove'})"
0.01924701339447327,"frozenset({'milk', 'garlic clove'})"
0.03982140702304815,"frozenset({'mozzarella cheese', 'garlic clove'})"
0.0265476046820321,"frozenset({'mushroom', 'garlic clove'})"
0.010619041872812839,"frozenset({'nutmeg', 'garlic clove'})"
0.15608784843731144,"frozenset({'olive oil', 'garlic clove'})"
0.1198865693254495,"frozenset({'onion', 'garlic clove'})"
0.06703270182213104,"frozenset({'garlic clove', 'oregano'})"
0.10926752745263665,"frozenset({'parmesan cheese', 'garlic clove'})"
0.01200675757210088,"frozenset({'parmigiano reggiano cheese', 'garlic clove'})"
0.06286955472426692,"frozenset({'parsley', 'garlic clove'})"
0.013575479666948232,"frozenset({'pasta', 'garlic clove'})"
0.05225051285145409,"frozenset({'pepper', 'garlic clove'})"
0.011584409315795826,"frozenset({'pine nut', 'garlic clove'})"
0.01134306745505008,"frozenset({'plum tomato', 'garlic clove'})"
0.014540847109931218,"frozenset({'garlic clove', 'red bell pepper'})"
0.014058163388439725,"frozenset({'red onion', 'garlic clove'})"
0.017436949438880175,"frozenset({'red pepper', 'garlic clove'})"
0.04736334017135272,"frozenset({'red pepper flake', 'garlic clove'})"
0.02178110293230361,"frozenset({'garlic clove', 'red wine'})"
0.016531917461083626,"frozenset({'ricotta cheese', 'garlic clove'})"
0.021479425606371425,"frozenset({'rosemary', 'garlic clove'})"
0.1172318088572463,"frozenset({'garlic clove', 'salt'})"
0.014118498853626161,"frozenset({'salt black pepper', 'garlic clove'})"
0.04911306866175938,"frozenset({'salt pepper', 'garlic clove'})"
0.01025702908169422,"frozenset({'sea salt', 'garlic clove'})"
0.011222396524677205,"frozenset({'shallot', 'garlic clove'})"
0.01466151804030409,"frozenset({'spaghetti', 'garlic clove'})"
0.019005671533727526,"frozenset({'garlic clove', 'spinach'})"
0.026245927356099916,"frozenset({'garlic clove', 'sugar'})"
0.022324122118981538,"frozenset({'thyme', 'garlic clove'})"
0.0926752745263666,"frozenset({'garlic clove', 'tomato'})"
0.03288282852660794,"frozenset({'tomato paste', 'garlic clove'})"
0.025582237239049115,"frozenset({'garlic clove', 'tomato sauce'})"
0.040062748883793894,"frozenset({'water', 'garlic clove'})"
0.03571859539037046,"frozenset({'white wine', 'garlic clove'})"
0.010558706407626402,"frozenset({'garlic clove', 'yellow onion'})"
0.020634729093761312,"frozenset({'zucchini', 'garlic clove'})"
0.0123687703632195,"frozenset({'garlic powder', 'italian seasoning'})"
0.014118498853626161,"frozenset({'garlic powder', 'mozzarella cheese'})"
0.016712923856642935,"frozenset({'garlic powder', 'olive oil'})"
0.016169904669965006,"frozenset({'garlic powder', 'onion'})"
0.021298419210812117,"frozenset({'garlic powder', 'oregano'})"
0.02437552793532038,"frozenset({'garlic powder', 'parmesan cheese'})"
0.011282731989863641,"frozenset({'garlic powder', 'parsley'})"
0.011403402920236515,"frozenset({'garlic powder', 'pepper'})"
0.027150959333896465,"frozenset({'garlic powder', 'salt'})"
0.011705080246168698,"frozenset({'garlic powder', 'tomato'})"
0.011644744780982262,"frozenset({'garlic powder', 'water'})"
0.011886086641728008,"frozenset({'green bell pepper', 'olive oil'})"
0.0197900325811512,"frozenset({'green bell pepper', 'onion'})"
0.010015687220948474,"frozenset({'parmesan cheese', 'green bell pepper'})"
0.010196693616507784,"frozenset({'green bell pepper', 'salt'})"
0.012248099432846627,"frozenset({'green bell pepper', 'tomato'})"
0.01997103897671051,"frozenset({'onion', 'green pepper'})"
0.01007602268613491,"frozenset({'oregano', 'green pepper'})"
0.010920719198745023,"frozenset({'tomato', 'green pepper'})"
0.013877156992880415,"frozenset({'heavy cream', 'olive oil'})"
0.018281645951490285,"frozenset({'heavy cream', 'parmesan cheese'})"
0.01502353083142271,"frozenset({'heavy cream', 'salt'})"
0.013997827923253289,"frozenset({'italian sausage', 'mozzarella cheese'})"
0.019307348859659706,"frozenset({'olive oil', 'italian sausage'})"
0.027874984916133702,"frozenset({'onion', 'italian sausage'})"
0.013213466875829612,"frozenset({'italian sausage', 'oregano'})"
0.0197900325811512,"frozenset({'parmesan cheese', 'italian sausage'})"
0.010619041872812839,"frozenset({'parsley', 'italian sausage'})"
0.016592252926270062,"frozenset({'italian sausage', 'salt'})"
0.017738626764812356,"frozenset({'italian sausage', 'tomato'})"
0.019066006998913962,"frozenset({'mozzarella cheese', 'italian seasoning'})"
0.022022444793049354,"frozenset({'olive oil', 'italian seasoning'})"
0.03004706166284542,"frozenset({'onion', 'italian seasoning'})"
0.029805719802099673,"frozenset({'parmesan cheese', 'italian seasoning'})"
0.010860383733558585,"frozenset({'pepper', 'italian seasoning'})"
0.024435863400506817,"frozenset({'salt', 'italian seasoning'})"
0.02141909014118499,"frozenset({'italian seasoning', 'tomato'})"
0.011403402920236515,"frozenset({'tomato sauce', 'italian seasoning'})"
0.01273078315433812,"frozenset({'water', 'italian seasoning'})"
0.017738626764812356,"frozenset({'olive oil', 'kosher salt'})"
0.010860383733558585,"frozenset({'parmesan cheese', 'kosher salt'})"
0.018522987812236033,"frozenset({'lasagna noodle', 'mozzarella cheese'})"
0.012851454084710993,"frozenset({'lasagna noodle', 'onion'})"
0.018643658742608905,"frozenset({'lasagna noodle', 'parmesan cheese'})"
0.01327380234101605,"frozenset({'lasagna noodle', 'ricotta cheese'})"
0.011282731989863641,"frozenset({'lasagna noodle', 'salt'})"
0.016049233739592134,"frozenset({'olive oil', 'lemon'})"
0.012489441293592373,"frozenset({'salt', 'lemon'})"
0.02618559189091348,"frozenset({'olive oil', 'lemon juice'})"
0.013394473271388922,"frozenset({'parmesan cheese', 'lemon juice'})"
0.012610112223965247,"frozenset({'lemon juice', 'parsley'})"
0.02298781223603234,"frozenset({'lemon juice', 'salt'})"
0.014178834318812597,"frozenset({'milk', 'mozzarella cheese'})"
0.010860383733558585,"frozenset({'milk', 'nutmeg'})"
0.022927476770845903,"frozenset({'milk', 'olive oil'})"
0.023048147701218775,"frozenset({'milk', 'onion'})"
0.010377700012067092,"frozenset({'milk', 'oregano'})"
0.033787860504404486,"frozenset({'milk', 'parmesan cheese'})"
0.011705080246168698,"frozenset({'milk', 'parsley'})"
0.012429105828405937,"frozenset({'milk', 'pepper'})"
0.017919633160371668,"frozenset({'milk', 'purpose flour'})"
0.03921805237118378,"frozenset({'milk', 'salt'})"
0.01894533606854109,"frozenset({'milk', 'sugar'})"
0.010196693616507784,"frozenset({'milk', 'tomato'})"
0.011644744780982262,"frozenset({'milk', 'water'})"
0.018160975021117413,"frozenset({'mushroom', 'mozzarella cheese'})"
0.048389043079522145,"frozenset({'olive oil', 'mozzarella cheese'})"
0.047665017497284905,"frozenset({'onion', 'mozzarella cheese'})"
0.03408953783033667,"frozenset({'mozzarella cheese', 'oregano'})"
0.07650536985640159,"frozenset({'parmesan cheese', 'mozzarella cheese'})"
0.022263786653795102,"frozenset({'parsley', 'mozzarella cheese'})"
0.02190177386267648,"frozenset({'pepper', 'mozzarella cheese'})"
0.011282731989863641,"frozenset({'red pepper flake', 'mozzarella cheese'})"
0.031072764571014842,"frozenset({'ricotta cheese', 'mozzarella cheese'})"
0.050199107035115244,"frozenset({'mozzarella cheese', 'salt'})"
0.018160975021117413,"frozenset({'mozzarella cheese', 'salt pepper'})"
0.019186677929286834,"frozenset({'mozzarella cheese', 'spaghetti sauce'})"
0.014540847109931218,"frozenset({'mozzarella cheese', 'spinach'})"
0.010619041872812839,"frozenset({'mozzarella cheese', 'sugar'})"
0.03909738144081091,"frozenset({'mozzarella cheese', 'tomato'})"
0.013334137806202486,"frozenset({'tomato paste', 'mozzarella cheese'})"
0.01894533606854109,"frozenset({'mozzarella cheese', 'tomato sauce'})"
0.01985036804633764,"frozenset({'mozzarella cheese', 'water'})"
0.01025702908169422,"frozenset({'zucchini', 'mozzarella cheese'})"
0.03342584771328587,"frozenset({'mushroom', 'olive oil'})"
0.03994207795342102,"frozenset({'mushroom', 'onion'})"
0.02153976107155786,"frozenset({'mushroom', 'oregano'})"
0.03113310003620128,"frozenset({'parmesan cheese', 'mushroom'})"
0.015264872692168457,"frozenset({'mushroom', 'parsley'})"
0.013575479666948232,"frozenset({'mushroom', 'pepper'})"
0.02811632677687945,"frozenset({'mushroom', 'salt'})"
0.011222396524677205,"frozenset({'mushroom', 'salt pepper'})"
0.022263786653795102,"frozenset({'mushroom', 'tomato'})"
0.010860383733558585,"frozenset({'tomato paste', 'mushroom'})"
0.011101725594304331,"frozenset({'mushroom', 'tomato sauce'})"
0.011705080246168698,"frozenset({'mushroom', 'water'})"
0.01025702908169422,"frozenset({'nutmeg', 'olive oil'})"
0.0123687703632195,"frozenset({'nutmeg', 'onion'})"
0.01677325932182937,"frozenset({'parmesan cheese', 'nutmeg'})"
0.017255943043320864,"frozenset({'nutmeg', 'salt'})"
0.13478942922649934,"frozenset({'olive oil', 'onion'})"
0.0760226861349101,"frozenset({'olive oil', 'oregano'})"
0.13068661759382164,"frozenset({'parmesan cheese', 'olive oil'})"
0.06799806926511404,"frozenset({'olive oil', 'parsley'})"
0.015264872692168457,"frozenset({'pasta', 'olive oil'})"
0.01025702908169422,"frozenset({'olive oil', 'penne pasta'})"
0.0555689634367081,"frozenset({'olive oil', 'pepper'})"
0.013394473271388922,"frozenset({'olive oil', 'pine nut'})"
0.012308434898033065,"frozenset({'plum tomato', 'olive oil'})"
0.011584409315795826,"frozenset({'prosciutto', 'olive oil'})"
0.021962109327862918,"frozenset({'olive oil', 'purpose flour'})"
0.018885000603354653,"frozenset({'olive oil', 'red bell pepper'})"
0.019548690720405455,"frozenset({'red onion', 'olive oil'})"
0.020272716302642692,"frozenset({'olive oil', 'red pepper'})"
0.046940991915047664,"frozenset({'olive oil', 'red pepper flake'})"
0.02401351514420176,"frozenset({'olive oil', 'red wine'})"
0.011222396524677205,"frozenset({'olive oil', 'red wine vinegar'})"
0.016049233739592134,"frozenset({'olive oil', 'ricotta cheese'})"
0.010377700012067092,"frozenset({'rom tomato', 'olive oil'})"
0.026909617473150717,"frozenset({'rosemary', 'olive oil'})"
0.14848557982382043,"frozenset({'olive oil', 'salt'})"
0.022565463979727283,"frozenset({'olive oil', 'salt black pepper'})"
0.06196452274647037,"frozenset({'olive oil', 'salt pepper'})"
0.010679377337999276,"frozenset({'sea salt', 'olive oil'})"
0.014058163388439725,"frozenset({'shallot', 'olive oil'})"
0.01677325932182937,"frozenset({'spaghetti', 'olive oil'})"
0.020574393628574876,"frozenset({'olive oil', 'spinach'})"
0.03227947387474357,"frozenset({'olive oil', 'sugar'})"
0.024315192470133945,"frozenset({'thyme', 'olive oil'})"
0.1020876070954507,"frozenset({'olive oil', 'tomato'})"
0.03155544829250634,"frozenset({'tomato paste', 'olive oil'})"
0.02491854712199831,"frozenset({'olive oil', 'tomato sauce'})"
0.0550862797152166,"frozenset({'olive oil', 'water'})"
0.04434656691203089,"frozenset({'white wine', 'olive oil'})"
0.012791118619524557,"frozenset({'olive oil', 'yellow onion'})"
0.023048147701218775,"frozenset({'zucchini', 'olive oil'})"
0.07626402799565585,"frozenset({'onion', 'oregano'})"
0.10902618559189091,"frozenset({'parmesan cheese', 'onion'})"
0.0587064076264028,"frozenset({'parsley', 'onion'})"
0.012549776758778811,"frozenset({'pasta', 'onion'})"
0.04778568842765778,"frozenset({'onion', 'pepper'})"
0.011162061059490769,"frozenset({'potato', 'onion'})"
0.010498370942439966,"frozenset({'onion', 'purpose flour'})"
0.017255943043320864,"frozenset({'onion', 'red bell pepper'})"
0.01586822734403282,"frozenset({'red pepper', 'onion'})"
0.03402920236515024,"frozenset({'red pepper flake', 'onion'})"
0.025763243634608423,"frozenset({'onion', 'red wine'})"
0.01713527211294799,"frozenset({'ricotta cheese', 'onion'})"
0.016531917461083626,"frozenset({'rosemary', 'onion'})"
0.10950886931338241,"frozenset({'onion', 'salt'})"
0.015626885483287077,"frozenset({'salt black pepper', 'onion'})"
0.04748401110172559,"frozenset({'onion', 'salt pepper'})"
0.013032460480270304,"frozenset({'spaghetti', 'onion'})"
0.011041390129117895,"frozenset({'onion', 'spaghetti sauce'})"
0.021600096536744297,"frozenset({'onion', 'spinach'})"
0.027150959333896465,"frozenset({'onion', 'sugar'})"
0.022746470375286595,"frozenset({'thyme', 'onion'})"
0.10377700012067093,"frozenset({'onion', 'tomato'})"
0.043260528538675035,"frozenset({'tomato paste', 'onion'})"
0.036140943646675514,"frozenset({'onion', 'tomato sauce'})"
0.0512851454084711,"frozenset({'onion', 'water'})"
0.03143477736213346,"frozenset({'white wine', 'onion'})"
0.027814649450947266,"frozenset({'zucchini', 'onion'})"
0.05906842041752142,"frozenset({'parmesan cheese', 'oregano'})"
0.03976107155786171,"frozenset({'parsley', 'oregano'})"
0.029866055267286112,"frozenset({'pepper', 'oregano'})"
0.025582237239049115,"frozenset({'red pepper flake', 'oregano'})"
0.01677325932182937,"frozenset({'red wine', 'oregano'})"
0.011705080246168698,"frozenset({'ricotta cheese', 'oregano'})"
0.011705080246168698,"frozenset({'rosemary', 'oregano'})"
0.07336792566670688,"frozenset({'salt', 'oregano'})"
0.02262579944491372,"frozenset({'salt pepper', 'oregano'})"
0.020936406419693496,"frozenset({'sugar', 'oregano'})"
0.01997103897671051,"frozenset({'thyme', 'oregano'})"
0.06329190298057198,"frozenset({'oregano', 'tomato'})"
0.03022806805840473,"frozenset({'tomato paste', 'oregano'})"
0.027271630264269337,"frozenset({'tomato sauce', 'oregano'})"
0.029866055267286112,"frozenset({'water', 'oregano'})"
0.011825751176541572,"frozenset({'white wine', 'oregano'})"
0.012429105828405937,"frozenset({'zucchini', 'oregano'})"
0.06443827681911428,"frozenset({'parmesan cheese', 'parsley'})"
0.013032460480270304,"frozenset({'pasta', 'parmesan cheese'})"
0.010015687220948474,"frozenset({'parmesan cheese', 'penne pasta'})"
0.05001810063955593,"frozenset({'parmesan cheese', 'pepper'})"
0.010860383733558585,"frozenset({'parmesan cheese', 'pine nut'})"
0.015928562809219258,"frozenset({'parmesan cheese', 'purpose flour'})"
0.011825751176541572,"frozenset({'parmesan cheese', 'red bell pepper'})"
0.014178834318812597,"frozenset({'parmesan cheese', 'red pepper'})"
0.031193435501387715,"frozenset({'parmesan cheese', 'red pepper flake'})"
0.012791118619524557,"frozenset({'parmesan cheese', 'red wine'})"
0.03360685410884518,"frozenset({'parmesan cheese', 'ricotta cheese'})"
0.010981054663931459,"frozenset({'parmesan cheese', 'rosemary'})"
0.1147580547846024,"frozenset({'parmesan cheese', 'salt'})"
0.017557620369253048,"frozenset({'parmesan cheese', 'salt black pepper'})"
0.04410522505128515,"frozenset({'parmesan cheese', 'salt pepper'})"
0.01677325932182937,"frozenset({'parmesan cheese', 'spaghetti'})"
0.0173162785085073,"frozenset({'parmesan cheese', 'spaghetti sauce'})"
0.029262700615421744,"frozenset({'parmesan cheese', 'spinach'})"
0.01804030409074454,"frozenset({'parmesan cheese', 'sugar'})"
0.013454808736575358,"frozenset({'thyme', 'parmesan cheese'})"
0.06914444310365633,"frozenset({'parmesan cheese', 'tomato'})"
0.024858211656811874,"frozenset({'tomato paste', 'parmesan cheese'})"
0.025220224447930494,"frozenset({'parmesan cheese', 'tomato sauce'})"
0.04301918667792929,"frozenset({'parmesan cheese', 'water'})"
0.028357668637625195,"frozenset({'white wine', 'parmesan cheese'})"
0.023229154096778087,"frozenset({'zucchini', 'parmesan cheese'})"
0.011524073850609388,"frozenset({'parmigiano reggiano cheese', 'salt'})"
0.027995655846506578,"frozenset({'parsley', 'pepper'})"
0.01804030409074454,"frozenset({'red pepper flake', 'parsley'})"
0.011584409315795826,"frozenset({'ricotta cheese', 'parsley'})"
0.0611801616990467,"frozenset({'parsley', 'salt'})"
0.026125256425727043,"frozenset({'parsley', 'salt pepper'})"
0.011162061059490769,"frozenset({'parsley', 'sugar'})"
0.011946422106914444,"frozenset({'thyme', 'parsley'})"
0.03970073609267528,"frozenset({'parsley', 'tomato'})"
0.0173162785085073,"frozenset({'tomato paste', 'parsley'})"
0.01466151804030409,"frozenset({'parsley', 'tomato sauce'})"
0.021298419210812117,"frozenset({'parsley', 'water'})"
0.0197900325811512,"frozenset({'white wine', 'parsley'})"
0.010196693616507784,"frozenset({'pasta', 'salt'})"
0.09279594545673947,"frozenset({'pepper', 'salt'})"
0.013696150597321105,"frozenset({'pepper', 'sugar'})"
0.03457222155182817,"frozenset({'pepper', 'tomato'})"
0.01466151804030409,"frozenset({'tomato paste', 'pepper'})"
0.011644744780982262,"frozenset({'pepper', 'tomato sauce'})"
0.018281645951490285,"frozenset({'pepper', 'water'})"
0.010558706407626402,"frozenset({'white wine', 'pepper'})"
0.04434656691203089,"frozenset({'salt', 'purpose flour'})"
0.021479425606371425,"frozenset({'purpose flour', 'sugar'})"
0.01218776396766019,"frozenset({'vanilla extract', 'purpose flour'})"
0.021298419210812117,"frozenset({'water', 'purpose flour'})"
0.01273078315433812,"frozenset({'white sugar', 'purpose flour'})"
0.013635815132134669,"frozenset({'salt', 'red bell pepper'})"
0.013937492458066851,"frozenset({'red onion', 'salt'})"
0.012610112223965247,"frozenset({'red onion', 'tomato'})"
0.01309279594545674,"frozenset({'red pepper', 'salt'})"
0.012067093037287318,"frozenset({'red pepper', 'tomato'})"
0.04060576807047182,"frozenset({'red pepper flake', 'salt'})"
0.010679377337999276,"frozenset({'red pepper flake', 'salt pepper'})"
0.031857125618438516,"frozenset({'red pepper flake', 'tomato'})"
0.011282731989863641,"frozenset({'tomato paste', 'red pepper flake'})"
0.012308434898033065,"frozenset({'red pepper flake', 'water'})"
0.011041390129117895,"frozenset({'white wine', 'red pepper flake'})"
0.01713527211294799,"frozenset({'red wine', 'salt'})"
0.01894533606854109,"frozenset({'red wine', 'tomato'})"
0.012851454084710993,"frozenset({'tomato paste', 'red wine'})"
0.022263786653795102,"frozenset({'ricotta cheese', 'salt'})"
0.013213466875829612,"frozenset({'ricotta cheese', 'spinach'})"
0.011222396524677205,"frozenset({'ricotta cheese', 'tomato'})"
0.02015204537226982,"frozenset({'rosemary', 'salt'})"
0.011282731989863641,"frozenset({'rosemary', 'tomato'})"
0.010558706407626402,"frozenset({'shallot', 'salt'})"
0.013575479666948232,"frozenset({'spaghetti', 'salt'})"
0.018100639555930977,"frozenset({'salt', 'spinach'})"
0.060154458790877274,"frozenset({'salt', 'sugar'})"
0.020936406419693496,"frozenset({'thyme', 'salt'})"
0.08103052974538434,"frozenset({'salt', 'tomato'})"
0.03336551224809943,"frozenset({'tomato paste', 'salt'})"
0.027633643055387958,"frozenset({'tomato sauce', 'salt'})"
0.01200675757210088,"frozenset({'vanilla extract', 'salt'})"
0.013334137806202486,"frozenset({'vegetable oil', 'salt'})"
0.07481597683118137,"frozenset({'water', 'salt'})"
0.015083866296609147,"frozenset({'white sugar', 'salt'})"
0.028236997707252322,"frozenset({'white wine', 'salt'})"
0.013635815132134669,"frozenset({'yeast', 'salt'})"
0.01834198141667672,"frozenset({'zucchini', 'salt'})"
0.011282731989863641,"frozenset({'salt black pepper', 'tomato'})"
0.0371063110896585,"frozenset({'salt pepper', 'tomato'})"
0.010860383733558585,"frozenset({'tomato paste', 'salt pepper'})"
0.014420176179558344,"frozenset({'salt pepper', 'water'})"
0.01502353083142271,"frozenset({'white wine', 'salt pepper'})"
0.010920719198745023,"frozenset({'spaghetti', 'tomato'})"
0.010860383733558585,"frozenset({'tomato', 'spinach'})"
0.023591166887896704,"frozenset({'sugar', 'tomato'})"
0.014721853505490528,"frozenset({'tomato paste', 'sugar'})"
0.011162061059490769,"frozenset({'vanilla', 'sugar'})"
0.014721853505490528,"frozenset({'vanilla extract', 'sugar'})"
0.0346325570170146,"frozenset({'water', 'sugar'})"
0.015928562809219258,"frozenset({'thyme', 'tomato'})"
0.03608060818148908,"frozenset({'tomato paste', 'tomato'})"
0.02262579944491372,"frozenset({'tomato sauce', 'tomato'})"
0.030107397128031857,"frozenset({'water', 'tomato'})"
0.016893930252202243,"frozenset({'white wine', 'tomato'})"
0.019005671533727526,"frozenset({'zucchini', 'tomato'})"
0.015083866296609147,"frozenset({'tomato paste', 'tomato sauce'})"
0.019367684324846146,"frozenset({'tomato paste', 'water'})"
0.014359840714371908,"frozenset({'water', 'tomato sauce'})"
0.014359840714371908,"frozenset({'yeast', 'water'})"
0.014058163388439725,"frozenset({'butter', 'baking powder', 'egg'})"
0.015626885483287077,"frozenset({'baking powder', 'purpose flour', 'egg'})"
0.014601182575117654,"frozenset({'baking powder', 'salt', 'egg'})"
0.01586822734403282,"frozenset({'baking powder', 'sugar', 'egg'})"
0.010015687220948474,"frozenset({'salt', 'purpose flour', 'baking powder'})"
0.01025702908169422,"frozenset({'salt', 'sugar', 'baking powder'})"
0.010136358151321346,"frozenset({'bay leaf', 'basil', 'onion'})"
0.010015687220948474,"frozenset({'bay leaf', 'basil', 'oregano'})"
0.010860383733558585,"frozenset({'beef', 'basil', 'garlic clove'})"
0.015083866296609147,"frozenset({'beef', 'basil', 'onion'})"
0.014420176179558344,"frozenset({'beef', 'basil', 'oregano'})"
0.011403402920236515,"frozenset({'beef', 'parmesan cheese', 'basil'})"
0.01200675757210088,"frozenset({'beef', 'basil', 'salt'})"
0.011101725594304331,"frozenset({'beef', 'basil', 'tomato'})"
0.01858332327742247,"frozenset({'black pepper', 'basil', 'garlic'})"
0.02172076746711717,"frozenset({'black pepper', 'basil', 'garlic clove'})"
0.010015687220948474,"frozenset({'black pepper', 'basil', 'mozzarella cheese'})"
0.026607940147218536,"frozenset({'black pepper', 'basil', 'olive oil'})"
0.022203451188608662,"frozenset({'black pepper', 'basil', 'onion'})"
0.027271630264269337,"frozenset({'black pepper', 'basil', 'oregano'})"
0.021841438397490046,"frozenset({'black pepper', 'parmesan cheese', 'basil'})"
0.014239169783999035,"frozenset({'black pepper', 'basil', 'parsley'})"
0.011041390129117895,"frozenset({'black pepper', 'basil', 'red pepper flake'})"
0.03469289248220104,"frozenset({'black pepper', 'basil', 'salt'})"
0.02371183781826958,"frozenset({'black pepper', 'basil', 'tomato'})"
0.010860383733558585,"frozenset({'butter', 'basil', 'garlic clove'})"
0.010498370942439966,"frozenset({'butter', 'basil', 'olive oil'})"
0.010317364546880656,"frozenset({'butter', 'basil', 'onion'})"
0.013515144201761796,"frozenset({'butter', 'parmesan cheese', 'basil'})"
0.011162061059490769,"frozenset({'butter', 'basil', 'salt'})"
0.01007602268613491,"frozenset({'carrot', 'basil', 'olive oil'})"
0.0148425244358634,"frozenset({'basil', 'carrot', 'onion'})"
0.011282731989863641,"frozenset({'basil', 'carrot', 'oregano'})"
0.010619041872812839,"frozenset({'basil', 'carrot', 'tomato'})"
0.010619041872812839,"frozenset({'celery', 'basil', 'onion'})"
0.0123687703632195,"frozenset({'basil', 'garlic clove', 'egg'})"
0.014178834318812597,"frozenset({'basil', 'mozzarella cheese', 'egg'})"
0.012851454084710993,"frozenset({'basil', 'olive oil', 'egg'})"
0.013877156992880415,"frozenset({'basil', 'onion', 'egg'})"
0.013575479666948232,"frozenset({'basil', 'egg', 'oregano'})"
0.020755400024134184,"frozenset({'parmesan cheese', 'basil', 'egg'})"
0.01586822734403282,"frozenset({'basil', 'salt', 'egg'})"
0.015325208157354893,"frozenset({'basil', 'garlic clove', 'extra virgin olive oil'})"
0.010015687220948474,"frozenset({'basil', 'extra virgin olive oil', 'oregano'})"
0.013394473271388922,"frozenset({'basil', 'salt', 'extra virgin olive oil'})"
0.012972125015083866,"frozenset({'basil', 'tomato', 'extra virgin olive oil'})"
0.010800048268372149,"frozenset({'basil', 'mozzarella cheese', 'garlic'})"
0.03276215759623507,"frozenset({'basil', 'olive oil', 'garlic'})"
0.028599010498370943,"frozenset({'basil', 'onion', 'garlic'})"
0.027633643055387958,"frozenset({'basil', 'garlic', 'oregano'})"
0.02437552793532038,"frozenset({'parmesan cheese', 'garlic', 'basil'})"
0.01466151804030409,"frozenset({'basil', 'parsley', 'garlic'})"
0.024435863400506817,"frozenset({'basil', 'garlic', 'salt'})"
0.0265476046820321,"frozenset({'basil', 'garlic', 'tomato'})"
0.010619041872812839,"frozenset({'tomato paste', 'basil', 'garlic'})"
0.014540847109931218,"frozenset({'basil', 'mozzarella cheese', 'garlic clove'})"
0.048147701218776394,"frozenset({'basil', 'olive oil', 'garlic clove'})"
0.0413901291178955,"frozenset({'basil', 'onion', 'garlic clove'})"
0.03837335585857367,"frozenset({'basil', 'garlic clove', 'oregano'})"
0.03668396283335344,"frozenset({'basil', 'parmesan cheese', 'garlic clove'})"
0.02105707735006637,"frozenset({'basil', 'parsley', 'garlic clove'})"
0.019186677929286834,"frozenset({'basil', 'pepper', 'garlic clove'})"
0.01701460118257512,"frozenset({'basil', 'red pepper flake', 'garlic clove'})"
0.040002413418607455,"frozenset({'basil', 'garlic clove', 'salt'})"
0.014480511644744782,"frozenset({'basil', 'salt pepper', 'garlic clove'})"
0.012549776758778811,"frozenset({'basil', 'garlic clove', 'sugar'})"
0.0413901291178955,"frozenset({'basil', 'garlic clove', 'tomato'})"
0.015264872692168457,"frozenset({'tomato paste', 'basil', 'garlic clove'})"
0.012670447689151683,"frozenset({'basil', 'garlic clove', 'tomato sauce'})"
0.013997827923253289,"frozenset({'water', 'basil', 'garlic clove'})"
0.01273078315433812,"frozenset({'garlic powder', 'basil', 'oregano'})"
0.01610956920477857,"frozenset({'basil', 'olive oil', 'mozzarella cheese'})"
0.01556655001810064,"frozenset({'basil', 'onion', 'mozzarella cheese'})"
0.018522987812236033,"frozenset({'basil', 'mozzarella cheese', 'oregano'})"
0.023229154096778087,"frozenset({'parmesan cheese', 'mozzarella cheese', 'basil'})"
0.01749728490406661,"frozenset({'basil', 'mozzarella cheese', 'salt'})"
0.017074936647761555,"frozenset({'basil', 'mozzarella cheese', 'tomato'})"
0.012610112223965247,"frozenset({'basil', 'mushroom', 'onion'})"
0.012610112223965247,"frozenset({'basil', 'mushroom', 'oregano'})"
0.04525159888982744,"frozenset({'basil', 'olive oil', 'onion'})"
0.041269458187522624,"frozenset({'basil', 'olive oil', 'oregano'})"
0.04175214190901412,"frozenset({'parmesan cheese', 'olive oil', 'basil'})"
0.02172076746711717,"frozenset({'basil', 'olive oil', 'parsley'})"
0.018643658742608905,"frozenset({'basil', 'olive oil', 'pepper'})"
0.017376613973693736,"frozenset({'basil', 'olive oil', 'red pepper flake'})"
0.04428623144684445,"frozenset({'basil', 'olive oil', 'salt'})"
0.01701460118257512,"frozenset({'basil', 'olive oil', 'salt pepper'})"
0.013153131410643176,"frozenset({'basil', 'olive oil', 'sugar'})"
0.04434656691203089,"frozenset({'basil', 'olive oil', 'tomato'})"
0.015264872692168457,"frozenset({'tomato paste', 'basil', 'olive oil'})"
0.012067093037287318,"frozenset({'basil', 'olive oil', 'tomato sauce'})"
0.015083866296609147,"frozenset({'basil', 'olive oil', 'water'})"
0.04470857970314951,"frozenset({'basil', 'onion', 'oregano'})"
0.034934234342946784,"frozenset({'parmesan cheese', 'onion', 'basil'})"
0.022927476770845903,"frozenset({'basil', 'parsley', 'onion'})"
0.016712923856642935,"frozenset({'basil', 'onion', 'pepper'})"
0.014420176179558344,"frozenset({'basil', 'red pepper flake', 'onion'})"
0.01043803547725353,"frozenset({'basil', 'onion', 'red wine'})"
0.03728731748521781,"frozenset({'basil', 'onion', 'salt'})"
0.014239169783999035,"frozenset({'basil', 'onion', 'salt pepper'})"
0.012248099432846627,"frozenset({'basil', 'onion', 'sugar'})"
0.010196693616507784,"frozenset({'thyme', 'basil', 'onion'})"
0.04428623144684445,"frozenset({'basil', 'onion', 'tomato'})"
0.019126342464100398,"frozenset({'tomato paste', 'basil', 'onion'})"
